ID,COMPLAINDATE,COMPLETIONDATE,LASTNAME,FIRSTNAME,GENDER,BROKERFULLNAME,COMMISSIONSCHEME,DESCRIPTION_CATEGORIES,REGION,DESCRIPTION_STATUS,STATE,PRODUCT,DESCRIPTION_PRIORITIES,DESCRIPTION_SOURCE,DESCRIPTION_TYPE
1785,3/5/2013,3/29/2013,Benjamin,Jacobs,MALE,Robert Nichols,No Commission,PRODUCTION PRODUCT,,CLOSED,,CAS-016,Non Urgent,CRO,Written
1786,3/4/2013,4/25/2013,Jimmy,Reed,MALE,Victor Vasquez,No Commission,DISCLAIMER OF DISMISSAL,,CLOSED,,CAS-020,Non Urgent,CRO,Court Order
1787,3/6/2013,4/25/2013,Sandra,Payne,FEMALE,Jose Mccoy,Bonus Based,USE OF OTHER / OTHER EXPENSES,,CLOSED,,HOC-050,Non Urgent,Company HQ,Email
1789,3/5/2013,3/13/2013,Louise,Wood,FEMALE,Carlos Simpson,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAP-068,Non Urgent,Bank Branch,In person
1790,3/5/2013,3/8/2013,Kenneth,Reid,MALE,Daniel Harris,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAS-015,Non Urgent,CRO,Phone
1792,3/5/2013,3/6/2013,Charles,Bell,MALE,Keith Welch,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-051,Non Urgent,Company HQ,Fax
1793,3/5/2013,4/25/2013,Kevin,Gonzalez,MALE,Johnny Murray,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-053,Non Urgent,CRO,Written
1797,3/5/2013,5/30/2013,Ruth,Jackson,FEMALE,Samuel Lewis,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-018,Non Urgent,Company HQ,Fax
1798,3/1/2013,3/8/2013,Stephanie,Mcdonald,FEMALE,Jack Knight,No Commission,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAP-068,Non Urgent,Company HQ,Court Order
1799,3/6/2013,4/15/2013,Adam,Ferguson,MALE,Scott Banks,Bonus Based,PRODUCTION PRODUCT,,CLOSED,,HOC-049,Non Urgent,CRO,In person
1800,3/6/2013,3/13/2013,Harold,Martin,MALE,Sean Schmidt,Comm-6,DISCLAIMER OF DISMISSAL,,CLOSED,,PNM-003,Non Urgent,Company HQ,Fax
1801,3/6/2013,3/29/2013,Earl,Diaz,MALE,Robert Russell,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-048,Non Urgent,Bank HQ,Fax
1802,3/6/2013,3/13/2013,Patricia,Peters,FEMALE,Ryan Welch,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-048,Non Urgent,Bank Branch,In person
1805,3/7/2013,3/7/2013,Angela,Ellis,FEMALE,George Henderson,No Commission,PAYMENT POLICY,,CLOSED,,HHC-063,Non Urgent,CRO,Written
1806,3/7/2013,3/29/2013,Jonathan,Hicks,MALE,Donald Jordan,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAP-029,Non Urgent,Company HQ,Fax
1807,3/7/2013,4/26/2013,Christina,Johnston,FEMALE,Howard Berry,Comm-2,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAP-025,Non Urgent,Company HQ,Fax
1808,3/7/2013,3/18/2013,Barbara,Sanchez,FEMALE,Walter Lawrence,Comm-5,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HOC-052,Non Urgent,Company HQ,Fax
1809,3/7/2013,5/22/2013,Doris,Cole,FEMALE,Chris Kelley,Bonus Based,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,BNM-032,Non Urgent,Company HQ,Fax
1810,3/7/2013,3/20/2013,Peter,Ramos,MALE,Jack Price,Comm-6,APPLICATION REQUEST,,CLOSED,,BNM-041,Non Urgent,Company HQ,Fax
1811,3/8/2013,3/12/2013,Ryan,Campbell,MALE,Ryan Welch,Comm-9,REGISTRATION FORM OF REGISTRATION,,CLOSED,,MOT-008,Non Urgent,Company HQ,Fax
1812,3/8/2013,3/8/2013,Mark,Sullivan,MALE,Aaron Turner,Comm-4,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HOC-064,Non Urgent,Company HQ,Fax
1813,3/8/2013,4/22/2013,Jacqueline,Allen,FEMALE,Donald Garcia,Bonus Based,PRODUCTION PRODUCT,,CLOSED,,HOC-064,Non Urgent,CRO,Written
1814,3/11/2013,5/29/2013,Billy,Meyer,MALE,Jason Vasquez,No Commission,REGISTRATION FORM OF REGISTRATION,,CLOSED,,PNM-001,Non Urgent,Company HQ,Written
1815,3/28/2013,5/29/2013,Steve,Richards,MALE,Christopher Greene,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,BNM-062,Non Urgent,CRO,Email
1816,3/11/2013,4/11/2013,Eugene,Jones,MALE,Eugene Clark,Comm-3,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LOL-046,Non Urgent,CRO,Written
1822,3/11/2013,4/26/2013,Catherine,Rice,FEMALE,Matthew Russell,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-021,Non Urgent,Company HQ,Fax
1823,3/11/2013,4/25/2013,Paul,Ward,MALE,Patrick Perkins,Comm-4,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-050,Non Urgent,Company HQ,Fax
1824,3/11/2013,4/5/2013,Joshua,Martinez,MALE,Mark Fisher,Bonus Based,PAYMENT POLICY,,CLOSED,,CAS-017,Non Urgent,Company HQ,Fax
1825,3/7/2013,3/12/2013,Brandon,Watkins,MALE,Clarence Allen,Comm-9,INDEPENDENT DISMISSAL,,CLOSED,,BMB-042,Urgent,Company HQ,In person
1826,3/12/2013,3/12/2013,Sandra,Chavez,FEMALE,Todd Brown,Bonus Based,POOR SERVICE,,CLOSED,,CAP-071,Urgent,Call Center,Call center
1827,3/12/2013,3/13/2013,Ashley,Cole,FEMALE,Harold George,No Commission,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,BMB-042,Urgent,Call Center,Call center
1828,3/12/2013,4/24/2013,Martha,Sims,FEMALE,Ryan Reid,Comm-7,INDEPENDENT DISMISSAL,,CLOSED,,CAP-029,Urgent,Company HQ,Written
1831,3/12/2013,4/15/2013,Ruth,Coleman,FEMALE,Raymond Nguyen,Comm-8,PAYMENT POLICY,,CLOSED,,CAS-065,Urgent,Company HQ,Court Order
1832,3/12/2013,3/21/2013,Cynthia,Ford,FEMALE,Ralph Wells,Comm-7,POWER FOR PRESENTATION OR WRONG,,CLOSED,,MMP-004,Non Urgent,Company HQ,Phone
1835,3/13/2013,4/25/2013,Mildred,Armstrong,FEMALE,Todd Hunter,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAP-024,Non Urgent,CRO,Written
1836,3/13/2013,5/28/2013,Sean,Gilbert,MALE,Johnny Ross,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-056,Non Urgent,CRO,Written
1837,3/13/2013,5/1/2013,Earl,Payne,MALE,Juan Evans,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,MMP-005,Non Urgent,CRO,In person
1838,3/13/2013,3/22/2013,Wayne,Lopez,MALE,Edward Ferguson,Comm-5,DISCLAIMER OF A SERVICE ,,CLOSED,,HOC-054,Non Urgent,CRO,Written
1839,3/13/2013,6/4/2013,Gary,Chapman,MALE,Michael Meyer,Bonus Based,APPLICATION REQUEST,,CLOSED,,BNM-039,Non Urgent,Company HQ,Fax
1840,3/13/2013,4/2/2013,Richard,Wilson,MALE,Alan Porter,Comm-2,IGNORANCE OF EXISTENCE,,CLOSED,,BNM-073,Non Urgent,Company HQ,Fax
1841,3/13/2013,3/13/2013,Cynthia,Nguyen,FEMALE,Richard Hanson,Comm-8,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAP-029,Urgent,Call Center,Call center
1842,3/14/2013,3/21/2013,Juan,Butler,MALE,Ronald Crawford,Comm-2,PAYMENT POLICY,,CLOSED,,CAP-025,Urgent,Company HQ,Email
1843,3/12/2013,5/17/2013,Louis,Kelly,MALE,Michael Evans,Comm-3,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-025,Non Urgent,Company HQ,Written
1844,3/14/2013,4/22/2013,Beverly,Robertson,FEMALE,Eugene Garza,Comm-7,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HOC-052,Non Urgent,Company HQ,Fax
1846,3/14/2013,6/20/2013,Patrick,Ellis,MALE,Nicholas Jacobs,Comm-4,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HOC-054,Non Urgent,Company HQ,Fax
1847,3/14/2013,5/22/2013,Andrew,Allen,MALE,Keith Jacobs,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HOC-064,Non Urgent,Company HQ,Fax
1848,3/15/2013,3/15/2013,Clarence,Day,MALE,Randy Reyes,Bonus Based,POOR SERVICE,,CLOSED,,LBL-045,Urgent,Call Center,Call center
1849,3/14/2013,4/5/2013,Carlos,Stephens,MALE,Juan Perry,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAP-068,Non Urgent,CRO,Phone
1850,3/15/2013,4/25/2013,Jeremy,Ray,MALE,Frank Robinson,Comm-3,POWER FOR PRESENTATION OR WRONG,,CLOSED,,BNM-035,Non Urgent,CRO,Written
1851,3/15/2013,6/26/2013,Todd,Shaw,MALE,Matthew Rivera,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-067,Non Urgent,Company HQ,Written
1852,3/19/2013,4/5/2013,Diana,Roberts,FEMALE,Jimmy Murphy,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAP-070,Non Urgent,Company HQ,Fax
1853,3/19/2013,3/20/2013,Dorothy,Wilson,FEMALE,Jose Spencer,Comm-2,DO NOT USE A REQUEST,,CLOSED,,CAS-076,Non Urgent,Company HQ,Fax
1854,3/15/2013,6/6/2013,Brenda,Ferguson,FEMALE,Clarence Romero,Comm-5,SELF-DETERMINED EXPRESSION OF INSURANCE,,CLOSED,,CAS-020,Non Urgent,Company HQ,Fax
1855,3/19/2013,3/26/2013,Martha,Collins,FEMALE,Lawrence Palmer,Comm-2,IGNORANCE OF EXISTENCE,,CLOSED,,CAP-024,Non Urgent,CRO,In person
1856,3/20/2013,3/26/2013,Ernest,West,MALE,William Thomas,Comm-5,DISCLAIMER OF DISMISSAL,,CLOSED,,MOT-010,Non Urgent,Company HQ,Email
1857,3/20/2013,6/6/2013,China Group,,,Larry Marshall,Comm-6,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-053,Non Urgent,Company HQ,Fax
1858,3/20/2013,5/29/2013,Janet,Ruiz,FEMALE,Ryan Butler,Comm-9,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,MOT-007,Non Urgent,Company HQ,Fax
1859,3/20/2013,3/22/2013,Annie,Robertson,FEMALE,Brian Hansen,Comm-2,APPLICATION REQUEST,,CLOSED,,MOT-008,Urgent,Company HQ,Fax
1860,3/20/2013,5/29/2013,Stephanie,Cole,FEMALE,Arthur Rogers,Comm-4,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,MOT-010,Non Urgent,Company HQ,Phone
1861,3/20/2013,4/15/2013,Eric,Banks,MALE,Thomas Greene,Comm-4,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-066,Non Urgent,Company HQ,Fax
1862,3/20/2013,3/22/2013,Patricia,Cook,FEMALE,Clarence Duncan,Comm-2,DISCLAIMER OF A SERVICE ,,CLOSED,,LBL-044,Non Urgent,CRO,Written
1863,3/20/2013,4/5/2013,Billy,Black,MALE,Nicholas Carpenter,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAS-014,Non Urgent,CRO,In person
1864,3/20/2013,4/11/2013,Randy,Richards,MALE,Jonathan Wagner,Bonus Based,POOR SERVICE,,CLOSED,,HOC-048,Non Urgent,CRO,In person
1865,3/20/2013,5/10/2013,Virginia,Chavez,FEMALE,Michael Meyer,Bonus Based,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,BNM-037,Non Urgent,Company HQ,Fax
1866,3/15/2013,5/29/2013,Andrew,Fisher,MALE,John Martin,No Commission,ACCOMMODATION RECONSTRUCTION,,CLOSED,,LBL-043,Non Urgent,Company HQ,Fax
1867,3/13/2013,5/27/2013,Scott,Moreno,MALE,Jose Morgan,Comm-5,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,HHC-058,Non Urgent,Company HQ,Email
1868,3/21/2013,3/21/2013,Harry,Bowman,MALE,Willie Ortiz,Bonus Based,POOR SERVICE,,CLOSED,,BNM-037,Urgent,Call Center,Call center
1869,3/21/2013,3/27/2013,Fischer ,,,Wayne George,Comm-9,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAP-025,Non Urgent,CRO,Phone
1870,3/22/2013,3/26/2013,Edward,Grant,MALE,Sean Stone,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-077,Non Urgent,Bank HQ,Written
1871,3/22/2013,4/5/2013,Kathy,Ford,FEMALE,Kenneth Bradley,Bonus Based,POOR SERVICE,,CLOSED,,CAP-070,Non Urgent,Company HQ,Email
1872,3/26/2013,4/8/2013,Carolyn,Hayes,FEMALE,Bruce Simmons,Comm-9,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAS-012,Non Urgent,CRO,Written
1874,3/22/2013,3/22/2013,Robin,Peters,FEMALE,Matthew Young,Comm-9,DIFFERENCES IN PRICE POLITICS,,CLOSED,,CAP-028,Urgent,Call Center,Call center
1875,3/22/2013,5/16/2013,Emily,Stewart,FEMALE,Jose Powell,Comm-2,POOR SERVICE,,CLOSED,,CAP-071,Non Urgent,Company HQ,Fax
1876,3/22/2013,6/17/2013,Kevin,James,MALE,Keith Jacobs,Comm-2,ACCOMMODATION RECONSTRUCTION,,CLOSED,,CAS-014,Non Urgent,Company HQ,Fax
1877,3/22/2013,6/14/2013,Roger,Murray,MALE,Joshua Taylor,Comm-7,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAP-026,Non Urgent,Company HQ,Fax
1878,3/22/2013,4/30/2013,Samuel,Oliver,MALE,Howard Berry,Comm-2,SECURITY PUBLISHING CONTRACT,,CLOSED,,BNM-062,Non Urgent,Company HQ,Written
1879,3/22/2013,4/26/2013,Diana,Tucker,FEMALE,Randy Rodriguez,Comm-7,ACCOMMODATION RECONSTRUCTION,,CLOSED,,CAS-067,Non Urgent,Company HQ,Phone
1881,3/22/2013,4/9/2013,Russell,Wallace,MALE,Robert Mason,Comm-8,PAYMENT POLICY,,CLOSED,,CAS-067,Non Urgent,Company HQ,Fax
1882,3/22/2013,3/22/2013,Gerald,Washington,MALE,Jonathan Dean,Comm-6,POOR SERVICE,,CLOSED,,HHC-078,Urgent,Company HQ,In person
1883,3/22/2013,5/23/2013,Gary,Carroll,MALE,Gary Williams,Comm-2,REVIVAL REQUEST,,CLOSED,,MOT-008,Non Urgent,Company HQ,Fax
1884,3/22/2013,5/17/2013,Debra,Arnold,FEMALE,Peter Riley,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,BNM-033,Non Urgent,Company HQ,Fax
1885,3/26/2013,4/25/2013,Willie,Porter,MALE,Fred Riley,Comm-4,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-075,Non Urgent,Company HQ,Fax
1886,3/26/2013,4/18/2013,Jason,Ruiz,MALE,Jonathan Adams,Comm-8,DISCLAIMER OF DISMISSAL,,CLOSED,,BNM-037,Non Urgent,Company HQ,Phone
1888,3/26/2013,3/27/2013,Alan,Rivera,MALE,Albert Chavez,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,BNM-037,Non Urgent,Company HQ,Fax
1889,3/26/2013,4/11/2013,Jerry,Murphy,MALE,Mark Meyer,Comm-8,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,MMP-005,Urgent,Company HQ,Written
1891,3/27/2013,4/18/2013,Ronald,Bradley,MALE,Paul Moreno,Bonus Based,PERFORMANCE / USE OF SITE,,CLOSED,,LBL-074,Urgent,Call Center,Call center
1893,3/27/2013,4/15/2013,Catherine,Fields,FEMALE,Justin Robinson,Comm-3,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,,CLOSED,,PNM-003,Non Urgent,CRO,In person
1894,3/27/2013,3/27/2013,Roger,Gardner,MALE,Benjamin Austin,Comm-7,POWER FOR PRESENTATION OR WRONG,,CLOSED,,BNM-037,Urgent,Call Center,Call center
1895,3/28/2013,5/17/2013,Jonathan,Hernandez,MALE,Carlos Lawrence,Comm-8,POOR SERVICE,,CLOSED,,CAS-015,Non Urgent,Company HQ,Written
1896,3/28/2013,4/11/2013,Jane,Hughes,FEMALE,Paul Bryant,Comm-2,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-029,Non Urgent,Company HQ,Court Order
1897,3/29/2013,3/29/2013,Phillip,Mendoza,MALE,Edward Garrett,Bonus Based,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,BNM-041,Urgent,Call Center,Call center
1898,3/29/2013,7/5/2013,Robert,Chavez,MALE,David Barnes,Comm-8,PAYMENT POLICY,,CLOSED,,CAP-070,Non Urgent,Company HQ,Fax
1899,3/13/2013,4/10/2013,Aaron,Edwards,MALE,Clarence Allen,Comm-9,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,BNM-039,Non Urgent,Company HQ,Written
1900,4/1/2013,4/1/2013,Catherine,Garcia,FEMALE,David Fox,Bonus Based,POOR SERVICE,,CLOSED,,CAS-077,Urgent,Call Center,Call center
1901,4/1/2013,4/1/2013,Kevin,Edwards,MALE,Joseph Medina,Comm-4,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,CAP-026,Urgent,Call Center,Call center
1902,2/27/2013,4/26/2013,Alan,Gonzalez,MALE,Patrick Hunt,No Commission,PAYMENT POLICY,,CLOSED,,CAP-071,Non Urgent,Company HQ,Email
1903,4/2/2013,4/2/2013,Annie,Welch,FEMALE,Christopher Harper,Comm-4,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,LBL-043,Urgent,Call Center,Call center
1904,4/2/2013,8/5/2013,Gregory,Weaver,MALE,Earl Stewart,No Commission,CONTRACT AUTHORITY CAUSE,,CLOSED,,CAS-072,Non Urgent,Company HQ,Fax
1905,4/2/2013,4/9/2013,Julia,Sullivan,FEMALE,Nicholas Montgomery,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LBL-043,Non Urgent,Company HQ,Fax
1906,4/2/2013,4/25/2013,Charles,Price,MALE,Ronald Stanley,Comm-3,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-033,Non Urgent,Company HQ,Fax
1907,4/3/2013,4/9/2013,Kenneth,Fisher,MALE,Craig Carpenter,Comm-2,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,LOL-046,Non Urgent,Company HQ,In person
1908,4/4/2013,4/4/2013,Gary,Perkins,MALE,Scott Fox,Comm-8,POOR SERVICE,,CLOSED,,CAS-019,Urgent,Call Center,Call center
1909,4/4/2013,4/8/2013,Jeremy,Parker,MALE,Victor Cook,Bonus Based,DISCLAIMER OF A SERVICE ,,CLOSED,,BMB-042,Urgent,Call Center,Call center
1915,4/1/2013,6/17/2013,Gregory,Ruiz,MALE,Jonathan Wagner,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-065,Non Urgent,CRO,Written
1916,4/2/2013,4/23/2013,Frances,Reyes,FEMALE,Richard Robinson,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-048,Non Urgent,CRO,Written
1917,4/3/2013,5/1/2013,Shirley,Burke,FEMALE,Charles Payne,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HHC-058,Non Urgent,CRO,Written
1918,3/17/2013,4/9/2013,Helen,Meyer,FEMALE,Eugene Garza,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-038,Non Urgent,CRO,Written
1922,4/4/2013,4/25/2013,Martin,Weaver,MALE,Robert Palmer,Comm-7,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HHC-058,Non Urgent,CRO,Court Order
1923,4/4/2013,4/25/2013,John,Wheeler,MALE,Albert Garrett,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HHC-057,Non Urgent,CRO,Court Order
1924,4/4/2013,4/25/2013,Janet,Hall,FEMALE,Fred Gonzalez,Comm-2,DO NOT USE A REQUEST,,CLOSED,,LBL-074,Non Urgent,CRO,Court Order
1926,4/5/2013,6/4/2013,Willie,Duncan,MALE,Daniel Wagner,Comm-3,SECURITY PUBLISHING CONTRACT,,CLOSED,,BNM-038,Non Urgent,Company HQ,Fax
1927,4/5/2013,4/9/2013,Arthur,Harper,MALE,George Olson,Comm-3,POOR SERVICE,,CLOSED,,CAP-023,Urgent,Call Center,Call center
1928,4/8/2013,4/11/2013,Larry,Sims,MALE,Michael Evans,Comm-3,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HHC-057,Non Urgent,Intermediary,Phone
1929,4/3/2013,4/8/2013,Richard,Day,MALE,Walter Garcia,Comm-5,INDEPENDENT DISMISSAL,,CLOSED,,CAP-023,Non Urgent,Company HQ,Email
1930,4/8/2013,7/1/2013,Emily,Boyd,FEMALE,Ryan Reid,Comm-7,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HOC-051,Non Urgent,Company HQ,Written
1931,4/4/2013,5/27/2013,Cheryl,Morgan,FEMALE,Antonio Warren,Comm-6,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-030,Non Urgent,Bank HQ,Fax
1932,4/8/2013,4/26/2013,Albert,Butler,MALE,John Reyes,Bonus Based,DIFFERENCES IN PRICE POLITICS,,CLOSED,,CAP-070,Non Urgent,CRO,Written
1933,4/8/2013,4/30/2013,Juan,Nguyen,MALE,Gary Snyder,No Commission,IGNORANCE OF EXISTENCE,,CLOSED,,OOT-061,Non Urgent,CRO,Written
1934,4/9/2013,5/14/2013,Raymond,Gray,MALE,Keith West,Comm-2,APPLICATION REQUEST,,CLOSED,,HOC-050,Non Urgent,Bank Branch,Written
1935,4/9/2013,6/7/2013,Gerald,Nelson,MALE,Henry Smith,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-034,Non Urgent,Company HQ,Written
1936,4/9/2013,6/11/2013,Scott,King,MALE,Aaron Turner,Comm-4,REGISTRATION FORM OF REGISTRATION,,CLOSED,,MMP-005,Non Urgent,Company HQ,Email
1937,4/9/2013,5/29/2013,Wanda,Murray,FEMALE,Dennis Montgomery,No Commission,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HOC-048,Non Urgent,CRO,Written
1938,4/9/2013,4/17/2013,Helen,Wallace,FEMALE,Paul Andrews,Comm-5,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-022,Non Urgent,CRO,In person
1939,4/1/2013,4/1/2013,Scott,Collins,MALE,Dennis Montgomery,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-015,Urgent,Company HQ,Phone
1940,4/5/2013,6/17/2013,Terry,White,MALE,Charles Nguyen,Comm-7,ACCOMMODATION RECONSTRUCTION,,CLOSED,,PNM-001,Non Urgent,Tele,Fax
1941,5/29/2013,6/19/2013,Joan,Thomas,FEMALE,Jeremy Elliott,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAP-028,Non Urgent,Company HQ,Fax
1943,4/9/2013,4/26/2013,Edward,Brown,MALE,Brandon Scott,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LOL-046,Non Urgent,CRO,Written
1944,4/10/2013,4/10/2013,Lori,Lynch,FEMALE,Jerry Dean,Comm-4,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,BNM-073,Non Urgent,Company HQ,Phone
1951,4/11/2013,4/22/2013,Janice,Jones,FEMALE,Louis Burton,Bonus Based,POOR SERVICE,,CLOSED,,CAS-077,Non Urgent,Company HQ,Fax
1952,4/11/2013,6/11/2013,Robert,Baker,MALE,Carlos Stevens,No Commission,POWER FOR PRESENTATION OR WRONG,,CLOSED,,MMP-004,Non Urgent,Company HQ,Fax
1954,4/11/2013,6/19/2013,Ruby,Anderson,FEMALE,Ralph Bryant,Bonus Based,PAYMENT POLICY,,CLOSED,,CAS-075,Non Urgent,Company HQ,Fax
1955,4/11/2013,6/7/2013,Billy,Bell,MALE,Martin Foster,No Commission,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-066,Non Urgent,Company HQ,Fax
1956,4/11/2013,5/29/2013,Eric,Perkins,MALE,Matthew Scott,No Commission,REGISTRATION FORM OF REGISTRATION,,CLOSED,,LBL-043,Non Urgent,Company HQ,Fax
1959,4/12/2013,4/12/2013,Roy,Larson,MALE,Keith West,Comm-2,POOR SERVICE,,CLOSED,,HHC-063,Urgent,Call Center,Call center
1960,3/4/2013,4/29/2013,Phyllis,Gibson,FEMALE,Gerald Edwards,Comm-6,DISCLAIMER OF DISMISSAL,,CLOSED,,LBL-045,Non Urgent,Company HQ,Fax
1961,4/12/2013,5/24/2013,Terry,Morales,MALE,Alan Howard,Comm-3,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LOL-046,Non Urgent,Company HQ,Written
1963,4/15/2013,4/15/2013,Patrick,Ramos,MALE,Martin Ellis,No Commission,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,HOC-052,Urgent,Call Center,Call center
1964,4/11/2013,4/11/2013,Henry,Bradley,MALE,George Davis,Bonus Based,POWER FOR PRESENTATION OR WRONG,,CLOSED,,LBL-043,Non Urgent,CRO,Written
1965,4/12/2013,4/30/2013,Todd,Scott,MALE,Martin Carr,No Commission,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-015,Non Urgent,CRO,In person
1966,4/12/2013,4/18/2013,Benjamin,Evans,MALE,Robert Reed,Comm-3,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,,CLOSED,,CAP-025,Non Urgent,CRO,Written
1967,4/12/2013,4/30/2013,Anna,Henderson,FEMALE,Jose Burns,Comm-8,PAYMENT POLICY,,CLOSED,,PNM-001,Non Urgent,CRO,Phone
1968,4/15/2013,4/22/2013,William,Ferguson,MALE,Robert Oliver,Comm-8,DISCLAIMER OF DISMISSAL,,CLOSED,,MOT-009,Non Urgent,Company HQ,Email
1969,4/14/2013,4/15/2013,Kathleen,Lawrence,FEMALE,Keith Walker,No Commission,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HHC-078,Non Urgent,Company HQ,Fax
1970,4/16/2013,7/9/2013,Bonnie,Barnes,FEMALE,Clarence Romero,Comm-5,FRAUD,,CLOSED,,HHC-057,Urgent,Company HQ,Written
1971,4/16/2013,5/21/2013,Paul,Hughes,MALE,Gary Williams,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LBL-043,Non Urgent,CRO,In person
