CustomerID,LastName,FirstName,BirthDate,Gender,ParticipantType,RegionID,MaritalStatus
450563,Barbara,Sims,12/17/2010,FEMALE,INDIVIDUAL,302,Single
450638,Steve,Alexander,11-02-1969,MALE,INDIVIDUAL,909,Married
450760,Christine,Harrison,01-06-1949,FEMALE,INDIVIDUAL,877,Married
451058,Christina,Davis,01-11-2001,FEMALE,INDIVIDUAL,666,Married
451107,Lois,Garza,3/31/1974,FEMALE,INDIVIDUAL,919,Married
451111,Beverly,Hunt,3/31/1974,FEMALE,INDIVIDUAL,745,Married
451203,Randy,Davis,06-04-1962,MALE,INDIVIDUAL,850,Married
451271,Christopher,Wagner,09-08-2001,MALE,INDIVIDUAL,337,Married
451559,Doris,Morris,08-08-1977,FEMALE,INDIVIDUAL,198,Divorced
451978,Willie,Williams,06-04-1952,MALE,INDIVIDUAL,159,Married
452053,Cynthia,Romero,03-03-1956,FEMALE,INDIVIDUAL,13,Single
452677,Phyllis,Kelly,5/16/2002,FEMALE,INDIVIDUAL,267,Single
452678,Matthew,Meyer,09-10-1971,MALE,INDIVIDUAL,314,Married
453015,Amanda,Dean,9/19/2011,FEMALE,INDIVIDUAL,718,Divorced
453024,Susan,Murray,3/29/1965,FEMALE,INDIVIDUAL,276,Married
453347,John,Washington,10/24/1978,MALE,INDIVIDUAL,744,Single
453645,Barbara,Wheeler,11/19/2012,FEMALE,INDIVIDUAL,532,Single
453890,Jerry,Washington,06-11-1974,MALE,INDIVIDUAL,382,Married
454288,Richard,Wheeler,1/14/1974,MALE,INDIVIDUAL,904,Married
454291,Christopher,Harrison,1/22/1972,MALE,INDIVIDUAL,223,Single
454335,Anthony,Ward,03-03-1982,MALE,INDIVIDUAL,49,Married
454406,Gerald,Torres,04-02-1967,MALE,INDIVIDUAL,944,Married
454462,Fred,Washington,10/20/1951,MALE,INDIVIDUAL,57,Divorced
454570,Benjamin,Scott,9/26/1973,MALE,INDIVIDUAL,498,Single
454593,Frances,James,10/13/1965,FEMALE,INDIVIDUAL,182,Divorced
454902,Wayne,Jackson,02-08-1982,MALE,INDIVIDUAL,305,Married
455190,Antonio,Greene,2/20/1984,MALE,INDIVIDUAL,165,Married
455267,Mark,Holmes,9/18/2010,MALE,INDIVIDUAL,688,Single
455595,Michelle,Baker,08-06-1989,FEMALE,INDIVIDUAL,409,Married
455845,Wayne,Lewis,12/13/1966,MALE,INDIVIDUAL,986,Married
455953,Edward,Cole,05-08-1983,MALE,INDIVIDUAL,887,Married
456122,Sarah,Ford,4/23/2012,FEMALE,INDIVIDUAL,889,Married
456316,Benjamin,Richards,5/13/1963,MALE,INDIVIDUAL,478,Married
456352,Annie,Miller,04-07-1993,FEMALE,INDIVIDUAL,878,Single
456458,Jose,Carroll,6/26/1963,MALE,INDIVIDUAL,779,Divorced
456514,Jonathan,Howell,05-09-1964,MALE,INDIVIDUAL,847,Married
456537,Chris,Jenkins,11-06-1976,MALE,INDIVIDUAL,157,Single
456684,Carlos,Thompson,1/16/1983,MALE,INDIVIDUAL,397,Married
456736,Ernest,Elliott,7/30/1967,MALE,INDIVIDUAL,134,Married
456743,Dennis,Duncan,4/18/1949,MALE,INDIVIDUAL,729,Single
456765,Justin,Hunter,08-12-1968,MALE,INDIVIDUAL,949,Married
456855,Doris,Perkins,9/29/1972,FEMALE,INDIVIDUAL,787,Single
456952,Gloria,Banks,04-07-1979,FEMALE,INDIVIDUAL,866,Married
457204,Frank,Phillips,3/27/1980,MALE,INDIVIDUAL,926,Married
457266,Altura Group,,,,COMPANY,47,
457267,Terry,Foster,04-10-1993,MALE,INDIVIDUAL,22,Divorced
457333,Amy,Moore,7/14/2006,FEMALE,INDIVIDUAL,900,Married
457385,Todd,Tucker,5/19/1971,MALE,INDIVIDUAL,866,Divorced
457552,Ann,Cunningham,01-07-1980,FEMALE,INDIVIDUAL,920,Divorced
457572,Louise,Tucker,04-12-1952,FEMALE,INDIVIDUAL,679,Single
457579,Victor,Freeman,12-06-1986,MALE,INDIVIDUAL,393,Single
457788,Ruth,Hanson,5/23/1954,FEMALE,INDIVIDUAL,392,Divorced
457791,Virginia,Reynolds,12-08-1976,FEMALE,INDIVIDUAL,991,Married
458023,Brian,Rose,2/23/1958,MALE,INDIVIDUAL,300,Single
458051,Joseph,Anderson,9/15/1968,MALE,INDIVIDUAL,86,Married
458053,Jose,Williams,11-06-1993,MALE,INDIVIDUAL,402,Single
458059,Sharon,Stevens,9/17/1979,FEMALE,INDIVIDUAL,914,Married
458064,Maria,Reid,03-09-1988,FEMALE,INDIVIDUAL,145,Single
458193,Kelly,Palmer,10/13/1962,FEMALE,INDIVIDUAL,921,Married
458795,Nancy,Harper,9/17/1959,FEMALE,INDIVIDUAL,889,Married
458797,Kathy,Hunter,11/22/1970,FEMALE,INDIVIDUAL,2,Married
459054,Helen,Kennedy,8/28/1977,FEMALE,INDIVIDUAL,824,Married
459079,Marie,Hunter,10/18/1997,FEMALE,INDIVIDUAL,330,Divorced
459088,Mark,Greene,7/28/1968,MALE,INDIVIDUAL,865,Married
459342,Chris,Chavez,3/26/1979,MALE,INDIVIDUAL,894,Married
459480,Helen,Frazier,1/16/1972,FEMALE,INDIVIDUAL,560,Married
459532,Ann,Phillips,8/28/1963,FEMALE,INDIVIDUAL,579,Married
460227,Lisa,Little,7/15/1978,FEMALE,INDIVIDUAL,566,Married
460244,APOLLO Corp,,,,COMPANY,278,
460313,Shirley,Armstrong,10/13/1985,FEMALE,INDIVIDUAL,905,Married
460605,Fred,Barnes,10/24/1958,MALE,INDIVIDUAL,470,Married
460624,Ernest,Cox,06-06-2005,MALE,INDIVIDUAL,954,Divorced
461007,Nicholas,Hart,09-02-1965,MALE,INDIVIDUAL,314,Married
461068,Phillip,Carroll,02-01-1952,MALE,INDIVIDUAL,478,Divorced
461155,Annie,Bailey,06-05-1986,FEMALE,INDIVIDUAL,666,Married
461760,Christopher,Lane,04-12-1967,MALE,INDIVIDUAL,220,Married
461813,Mary,Phillips,01-03-1958,FEMALE,INDIVIDUAL,975,Married
461914,Walter,Chapman,05-10-1971,MALE,INDIVIDUAL,473,Married
462158,Gerald,Hart,10-12-1970,MALE,INDIVIDUAL,721,Married
462160,Howard,Flores,11-06-2007,MALE,INDIVIDUAL,622,Married
462205,Janice,Ferguson,09-02-1981,FEMALE,INDIVIDUAL,470,Single
462287,Joan,Hart,9/24/1975,FEMALE,INDIVIDUAL,162,Divorced
462588,Annie,Lee,2/19/1975,FEMALE,INDIVIDUAL,277,Married
462694,Sandra,Webb,3/23/1976,FEMALE,INDIVIDUAL,314,Married
463086,Virginia,Miller,6/21/1978,FEMALE,INDIVIDUAL,237,Divorced
463141,Jimmy,Kelley,7/20/1982,MALE,INDIVIDUAL,906,Married
463195,Albert,Fields,1/25/1972,MALE,INDIVIDUAL,282,Single
463198,Albert,Fisher,10/16/2006,MALE,INDIVIDUAL,915,Single
463250,Linda,Carter,5/13/1975,FEMALE,INDIVIDUAL,798,Single
463725,Janet,Greene,10-10-1962,FEMALE,INDIVIDUAL,799,Married
463733,William,Simmons,1/21/1987,MALE,INDIVIDUAL,434,Married
463997,Antonio,Rice,09-06-1980,MALE,INDIVIDUAL,542,Married
464247,Adam,Stewart,06-10-1978,MALE,INDIVIDUAL,431,Married
464277,Charles,Hawkins,6/20/1977,MALE,INDIVIDUAL,557,Married
464304,Craig,Myers,3/24/1975,MALE,INDIVIDUAL,490,Married
464610,Annie,Howard,09-12-1984,FEMALE,INDIVIDUAL,649,Single
464678,Bobby,Cruz,6/30/1979,MALE,INDIVIDUAL,691,Married
464832,Virginia,Greene,06-03-1977,FEMALE,INDIVIDUAL,732,Divorced
464912,David,Campbell,11/25/1997,MALE,INDIVIDUAL,274,Single
464969,Rachel,Coleman,2/24/1977,FEMALE,INDIVIDUAL,28,Married
465065,Howard,Hudson,5/21/1972,MALE,INDIVIDUAL,411,Single
465156,Russell,James,6/25/1970,MALE,INDIVIDUAL,56,Divorced
465204,Randy,Ellis,01-05-1975,MALE,INDIVIDUAL,885,Single
465428,Janet,Burton,01-01-1961,FEMALE,INDIVIDUAL,217,Married
465470,Timothy,Anderson,09-01-1980,MALE,INDIVIDUAL,280,Married
465479,Daniel,Matthews,3/31/2005,MALE,INDIVIDUAL,862,Single
465502,Debra,Carroll,08-09-1970,FEMALE,INDIVIDUAL,386,Married
465544,Nancy,Miller,08-04-1966,FEMALE,INDIVIDUAL,836,Single
465851,Anna,Hunter,8/17/1975,FEMALE,INDIVIDUAL,32,Married
466014,Linda,Hughes,01-04-1970,FEMALE,INDIVIDUAL,500,Married
466100,Russell,Wagner,8/31/2012,MALE,INDIVIDUAL,519,Married
466158,Sarah,Powell,06-08-1962,FEMALE,INDIVIDUAL,887,Single
466467,Eric,Howard,12-12-1963,MALE,INDIVIDUAL,258,Single
466583,Denise,Butler,3/16/1985,FEMALE,INDIVIDUAL,501,Married
466848,Juan,Barnes,10-11-2004,MALE,INDIVIDUAL,131,Single
466854,Anne,Austin,12-09-1983,FEMALE,INDIVIDUAL,767,Married
467057,Nicole,Cook,5/18/1968,FEMALE,INDIVIDUAL,349,Married
467198,Martha,Morris,8/18/2001,FEMALE,INDIVIDUAL,397,Single
467200,Anna,Pierce,3/13/1955,FEMALE,INDIVIDUAL,83,Single
467205,John,Watson,1/16/1965,MALE,INDIVIDUAL,696,Married
467414,Amanda,Grant,12/28/1983,FEMALE,INDIVIDUAL,976,Single
467688,Nancy,Henderson,10/30/1977,FEMALE,INDIVIDUAL,119,Single
467795,William,Flores,3/30/1976,MALE,INDIVIDUAL,121,Divorced
467819,Brandon,Stephens,7/30/1971,MALE,INDIVIDUAL,415,Divorced
467896,Paul,Kim,04-09-1967,MALE,INDIVIDUAL,37,Single
467926,Tina,King,11/26/2008,FEMALE,INDIVIDUAL,147,Married
467995,Fred,Roberts,7/27/1958,MALE,INDIVIDUAL,92,Single
468007,Larry,Wells,4/23/2012,MALE,INDIVIDUAL,871,Married
468637,Jennifer,Lawrence,5/29/1960,FEMALE,INDIVIDUAL,920,Single
468716,Terry,Murphy,12-08-1956,MALE,INDIVIDUAL,610,Married
468853,Carolyn,Hill,9/18/1976,FEMALE,INDIVIDUAL,439,Single
468960,Keith,Warren,8/16/1966,MALE,INDIVIDUAL,316,Married
469138,Linda,Palmer,12/28/1978,FEMALE,INDIVIDUAL,34,Married
469395,Lillian,Lawson,5/28/1958,FEMALE,INDIVIDUAL,769,Single
470037,Denise,Cooper,01-01-1979,FEMALE,INDIVIDUAL,187,Married
470138,Arthur,Lawson,06-03-1974,MALE,INDIVIDUAL,887,Married
470277,Gerald,Fowler,7/23/1970,MALE,INDIVIDUAL,796,Divorced
470505,Christopher,Moore,04-05-1956,MALE,INDIVIDUAL,115,Married
470564,Tammy,Welch,08-09-1970,FEMALE,INDIVIDUAL,485,Married
470656,Alice,Davis,10/22/1938,FEMALE,INDIVIDUAL,639,Married
470674,Mary,Perkins,6/21/1972,FEMALE,INDIVIDUAL,941,Divorced
470722,Frances,Grant,12-03-1969,FEMALE,INDIVIDUAL,914,Single
470742,Rebecca,Moore,8/22/1975,FEMALE,INDIVIDUAL,782,Married
471007,Anthony,Bell,10/15/1983,MALE,INDIVIDUAL,232,Married
471037,Steven,Brown,09-01-1979,MALE,INDIVIDUAL,133,Single
471084,Stephen,Matthews,05-01-1967,MALE,INDIVIDUAL,356,Single
471348,Anne,Weaver,4/30/1974,FEMALE,INDIVIDUAL,514,Single
471619,Chris,Sullivan,12-04-1967,MALE,INDIVIDUAL,846,Married
471641,Norma,Reed,09-08-1977,FEMALE,INDIVIDUAL,265,Divorced
471727,Mildred,Ford,12/16/1969,FEMALE,INDIVIDUAL,388,Married
471829,Judy,Lawrence,02-12-1987,FEMALE,INDIVIDUAL,340,Married
471841,Joan,Simmons,05-09-1991,FEMALE,INDIVIDUAL,204,Married
472175,Jimmy,Alexander,11-09-1992,MALE,INDIVIDUAL,61,Married
472409,Virginia,Warren,07-02-1963,FEMALE,INDIVIDUAL,394,Married
472502,Betty,Fox,01-10-1981,FEMALE,INDIVIDUAL,662,Married
472524,Carlos,King,01-12-1972,MALE,INDIVIDUAL,796,Married
472545,Joe,Evans,9/26/1965,MALE,INDIVIDUAL,156,Married
472816,Carol,Reid,3/18/1969,FEMALE,INDIVIDUAL,758,Married
473390,Roger,Castillo,02-02-1982,MALE,INDIVIDUAL,299,Single
473412,Irene,Cole,1/27/1955,FEMALE,INDIVIDUAL,435,Married
473447,Katherine,Owens,8/17/1976,FEMALE,INDIVIDUAL,457,Divorced
473751,Phyllis,Edwards,06-08-1989,FEMALE,INDIVIDUAL,440,Married
473786,Antonio,Hayes,11/13/1978,MALE,INDIVIDUAL,419,Single
473792,Willie,Mccoy,2/27/1960,MALE,INDIVIDUAL,839,Divorced
474082,Sandra,Rose,11/18/2000,FEMALE,INDIVIDUAL,779,Divorced
474261,Timothy,Meyer,1/31/1949,MALE,INDIVIDUAL,906,Married
474434,Benjamin,Bell,01-01-1951,MALE,INDIVIDUAL,634,Divorced
474509,Ernest,Long,9/16/1966,MALE,INDIVIDUAL,852,Married
475188,Sara,Dean,1/18/1980,FEMALE,INDIVIDUAL,574,Married
475294,Judith,Lee,7/22/1974,FEMALE,INDIVIDUAL,675,Single
475329,Aaron,Gomez,8/13/2010,MALE,INDIVIDUAL,441,Married
475373,Bobby,Welch,9/17/1970,MALE,INDIVIDUAL,637,Married
475476,Gregory,Lynch,7/21/1971,MALE,INDIVIDUAL,118,Married
475543,Juan,Johnston,02-03-1974,MALE,INDIVIDUAL,660,Married
475807,Victor,Simpson,6/17/1956,MALE,INDIVIDUAL,525,Married
475964,Kimberly,Ferguson,11/28/1975,FEMALE,INDIVIDUAL,114,Married
476186,Matthew,Perez,05-02-1975,MALE,INDIVIDUAL,121,Married
476296,Emily,Foster,9/17/1980,FEMALE,INDIVIDUAL,25,Married
476439,Keith,Phillips,12/26/1959,MALE,INDIVIDUAL,717,Single
476472,Aaron,King,01-04-1997,MALE,INDIVIDUAL,960,Single
476593,Jonathan,George,08-12-1967,MALE,INDIVIDUAL,535,Single
476671,Eugene,Hansen,7/15/1976,MALE,INDIVIDUAL,590,Married
476871,Ruth,Jackson,9/20/1975,FEMALE,INDIVIDUAL,324,Divorced
477200,Susan,Mendoza,02-10-1970,FEMALE,INDIVIDUAL,263,Single
477249,Jimmy,Bryant,4/26/2007,MALE,INDIVIDUAL,41,Married
477378,Denise,Harrison,3/31/1980,FEMALE,INDIVIDUAL,113,Single
477448,Lisa,Brown,7/19/1983,FEMALE,INDIVIDUAL,11,Single
477723,Donald,Howell,10/25/1975,MALE,INDIVIDUAL,43,Divorced
477868,Jessica,West,9/17/1976,FEMALE,INDIVIDUAL,669,Divorced
478138,Christine,Gilbert,8/16/1958,FEMALE,INDIVIDUAL,555,Married
478197,Susan,George,7/29/1955,FEMALE,INDIVIDUAL,475,Married
478219,Maria,Fields,12-06-1962,FEMALE,INDIVIDUAL,432,Married
478275,Lori,Richardson,11/22/1969,FEMALE,INDIVIDUAL,103,Married
478349,Timothy,Castillo,08-06-1977,MALE,INDIVIDUAL,442,Single
478407,Debra,Reyes,11/22/1962,FEMALE,INDIVIDUAL,418,Married
478522,Dorothy,Duncan,02-01-1980,FEMALE,INDIVIDUAL,683,Married
478568,Ernest,Ray,12-05-1979,MALE,INDIVIDUAL,708,Married
478644,Edward,Barnes,02-10-1960,MALE,INDIVIDUAL,424,Married
478765,Clarence,Flores,11/25/1950,MALE,INDIVIDUAL,907,Married
479000,Maria,Hicks,06-09-1969,FEMALE,INDIVIDUAL,668,Single
479552,Nancy,Torres,10/25/1996,FEMALE,INDIVIDUAL,45,Divorced
479874,David,Edwards,7/19/1954,MALE,INDIVIDUAL,8,Married
480112,Jonathan,Allen,7/23/1975,MALE,INDIVIDUAL,746,Married
480366,Joan,Kim,10/29/2009,FEMALE,INDIVIDUAL,868,Single
480369,Willie,Holmes,6/30/1974,MALE,INDIVIDUAL,370,Married
480450,Jimmy,West,4/28/1956,MALE,INDIVIDUAL,153,Married
480530,Jeffrey,Cole,1/19/1965,MALE,INDIVIDUAL,302,Single
480620,Kimberly,Thomas,11-08-1981,FEMALE,INDIVIDUAL,731,Married
480701,Andrea,Phillips,3/24/1964,FEMALE,INDIVIDUAL,550,Single
480823,Martin,Simpson,03-10-2012,MALE,INDIVIDUAL,51,Married
480831,Stephen,Gordon,08-11-1969,MALE,INDIVIDUAL,156,Married
480965,Adam,Ford,8/14/1960,MALE,INDIVIDUAL,983,Married
481200,Lori,Sanchez,5/17/1982,FEMALE,INDIVIDUAL,576,Married
481389,Craig,Anderson,6/29/1980,MALE,INDIVIDUAL,476,Single
481785,Paul,Nguyen,4/24/1986,MALE,INDIVIDUAL,729,Married
481916,Phillip,Pierce,7/22/1986,MALE,INDIVIDUAL,734,Divorced
482407,Jeremy,Gutierrez,05-02-1962,MALE,INDIVIDUAL,606,Married
483005,Debra,Ellis,3/18/1958,FEMALE,INDIVIDUAL,987,Single
483056,Nicole,Williams,07-08-1981,FEMALE,INDIVIDUAL,459,Single
483189,Norma,Foster,12-02-1974,FEMALE,INDIVIDUAL,368,Married
483343,Howard,Stanley,4/23/1981,MALE,INDIVIDUAL,768,Married
483344,Diana,Wright,1/29/2012,FEMALE,INDIVIDUAL,386,Single
483660,Russell,Jacobs,04-08-1978,MALE,INDIVIDUAL,639,Married
483785,Bobby,Black,8/16/1962,MALE,INDIVIDUAL,886,Single
483811,Albert,Knight,5/28/1961,MALE,INDIVIDUAL,749,Married
483815,Nicholas,Hamilton,04-05-2008,MALE,INDIVIDUAL,775,Divorced
483837,Anne,Stevens,2/14/1986,FEMALE,INDIVIDUAL,44,Married
483891,Mary,Moreno,01-12-1979,FEMALE,INDIVIDUAL,129,Married
483901,Terry,Grant,05-04-1982,MALE,INDIVIDUAL,553,Single
484314,Elizabeth,Stewart,8/21/1978,FEMALE,INDIVIDUAL,147,Married
484320,Julie,Perry,07-11-1969,FEMALE,INDIVIDUAL,952,Single
484417,Todd,Gomez,12/28/1991,MALE,INDIVIDUAL,595,Single
484507,Steve,Richards,10-04-1969,MALE,INDIVIDUAL,533,Single
484718,Lillian,Fernandez,04-09-2011,FEMALE,INDIVIDUAL,872,Married
484724,Gregory,Lee,3/31/1978,MALE,INDIVIDUAL,961,Single
485216,Ruth,Schmidt,11/14/1975,FEMALE,INDIVIDUAL,252,Married
485218,Carolyn,Russell,6/19/1982,FEMALE,INDIVIDUAL,157,Married
485220,Lawrence,Hill,9/26/1977,MALE,INDIVIDUAL,631,Single
485302,Alan,Gardner,8/17/1960,MALE,INDIVIDUAL,687,Married
485454,Diane,Cruz,9/27/1975,FEMALE,INDIVIDUAL,35,Married
485542,Jennifer,Reed,8/14/1979,FEMALE,INDIVIDUAL,563,Single
485601,Jacqueline,Marshall,11/30/2006,FEMALE,INDIVIDUAL,670,Single
485630,Ruth,Jacobs,07-11-1972,FEMALE,INDIVIDUAL,682,Married
486063,Joe,Palmer,08-11-1973,MALE,INDIVIDUAL,524,Single
486118,Adam,Mills,04-08-1978,MALE,INDIVIDUAL,437,Married
486221,Justin,Vasquez,12-04-1964,MALE,INDIVIDUAL,124,Married
486225,Denise,Webb,10/18/2010,FEMALE,INDIVIDUAL,327,Married
486235,Angela,Oliver,06-11-1975,FEMALE,INDIVIDUAL,296,Married
486456,Jesse,Wallace,12-03-1968,MALE,INDIVIDUAL,734,Married
486923,Carol,Hunt,4/22/1983,FEMALE,INDIVIDUAL,886,Married
487115,Marilyn,Grant,4/16/1981,FEMALE,INDIVIDUAL,46,Single
487329,Jessica,Austin,05-11-1983,FEMALE,INDIVIDUAL,459,Divorced
488018,Bobby,Watkins,3/24/1987,MALE,INDIVIDUAL,78,Married
488208,Elizabeth,Stephens,12/28/1975,FEMALE,INDIVIDUAL,511,Single
488410,Judith,Cruz,12-11-1978,FEMALE,INDIVIDUAL,638,Single
488454,Sharon,Harvey,3/31/1969,FEMALE,INDIVIDUAL,838,Married
488837,Jennifer,Lopez,2/20/1981,FEMALE,INDIVIDUAL,175,Single
489136,Ronald,Fisher,1/27/1975,MALE,INDIVIDUAL,952,Single
489376,Diana,Clark,01-05-1970,FEMALE,INDIVIDUAL,303,Divorced
489819,Sara,Willis,11/28/1971,FEMALE,INDIVIDUAL,719,Single
489918,Anne,Stephens,4/25/1977,FEMALE,INDIVIDUAL,492,Married
489921,Bobby,Hall,03-05-1968,MALE,INDIVIDUAL,313,Married
489996,Wanda,Alexander,10-06-1971,FEMALE,INDIVIDUAL,780,Single
490009,Timothy,Thompson,03-11-1964,MALE,INDIVIDUAL,191,Divorced
490016,Thomas,Robertson,07-10-2000,MALE,INDIVIDUAL,894,Married
490464,Eugene,Jordan,10/20/1972,MALE,INDIVIDUAL,195,Single
490538,Lisa,Rodriguez,2/15/1966,FEMALE,INDIVIDUAL,42,Married
490582,Gregory,Cunningham,5/31/1966,MALE,INDIVIDUAL,730,Married
490587,Frances,Price,12-01-2000,FEMALE,INDIVIDUAL,76,Married
490738,Sean,Green,01-02-1971,MALE,INDIVIDUAL,767,Married
490999,Annie,Frazier,03-06-1981,FEMALE,INDIVIDUAL,986,Divorced
491135,Amy,Spencer,9/14/1973,FEMALE,INDIVIDUAL,869,Single
491248,Judith,Walker,3/19/1973,FEMALE,INDIVIDUAL,276,Married
491358,Heather,Ferguson,4/22/1961,FEMALE,INDIVIDUAL,110,Single
491423,Lisa,Washington,10/22/1978,FEMALE,INDIVIDUAL,913,Married
491584,Victor,Evans,6/17/1983,MALE,INDIVIDUAL,888,Single
491908,Annie,Anderson,9/18/1975,FEMALE,INDIVIDUAL,257,Married
491981,Ruby,Wood,10-02-1948,FEMALE,INDIVIDUAL,874,Single
491995,Philip,Duncan,06-10-1970,MALE,INDIVIDUAL,268,Married
492027,Paula,Russell,10/27/2009,FEMALE,INDIVIDUAL,282,Married
492389,Christine,Bradley,05-11-1981,FEMALE,INDIVIDUAL,709,Single
492400,Frank,Hall,09-11-1973,MALE,INDIVIDUAL,608,Single
492565,Margaret,Spencer,10-01-1992,FEMALE,INDIVIDUAL,184,Single
492682,James,Gordon,6/29/1966,MALE,INDIVIDUAL,110,Single
493232,Gary,Knight,03-07-1976,MALE,INDIVIDUAL,223,Single
493763,Brandon,Jacobs,3/22/2011,MALE,INDIVIDUAL,484,Married
493764,Gloria,Coleman,12-09-1981,FEMALE,INDIVIDUAL,421,Married
494220,Anna,Ortiz,3/18/1952,FEMALE,INDIVIDUAL,924,Single
494256,Robert,Smith,8/18/1965,MALE,INDIVIDUAL,568,Single
494595,Andrea,Harper,8/29/1981,FEMALE,INDIVIDUAL,185,Single
494718,Nicole,Johnson,03-03-1975,FEMALE,INDIVIDUAL,777,Single
495014,Shawn,Bradley,9/27/1999,MALE,INDIVIDUAL,637,Married
495518,Bonnie,Vasquez,05-03-1967,FEMALE,INDIVIDUAL,831,Married
495522,Susan,Bell,5/20/1962,FEMALE,INDIVIDUAL,334,Single
495540,Margaret,Larson,9/17/1964,FEMALE,INDIVIDUAL,285,Married
495568,Jason,Greene,03-12-1981,MALE,INDIVIDUAL,652,Married
495639,Carlos,Little,8/17/1961,MALE,INDIVIDUAL,376,Married
495907,Willie,Nelson,07-12-1956,MALE,INDIVIDUAL,589,Married
496066,George,Sanders,03-11-1963,MALE,INDIVIDUAL,734,Married
496247,Jimmy,Nelson,2/25/1970,MALE,INDIVIDUAL,120,Married
496364,Carl,Simpson,5/24/1977,MALE,INDIVIDUAL,947,Single
496553,John,Marshall,12-12-1970,MALE,INDIVIDUAL,210,Single
496646,Robert,Harrison,2/22/1967,MALE,INDIVIDUAL,113,Married
496919,Shirley,Perry,6/24/1975,FEMALE,INDIVIDUAL,761,Married
497011,Marilyn,Richardson,4/18/1977,FEMALE,INDIVIDUAL,277,Married
497163,Nicole,Stevens,07-07-1970,FEMALE,INDIVIDUAL,74,Married
497166,Emily,Gibson,12/20/1982,FEMALE,INDIVIDUAL,116,Divorced
497311,Howard,Hunt,04-02-1972,MALE,INDIVIDUAL,552,Single
497351,Lawrence,Little,07-06-1977,MALE,INDIVIDUAL,214,Married
497424,Chris,Campbell,6/19/1978,MALE,INDIVIDUAL,963,Married
497444,Richard,Reid,8/29/1969,MALE,INDIVIDUAL,446,Married
497734,Jesse,Boyd,10/29/1977,MALE,INDIVIDUAL,969,Single
498021,Arthur,Ferguson,06-10-1981,MALE,INDIVIDUAL,931,Single
498925,Sara,Reynolds,09-08-1981,FEMALE,INDIVIDUAL,389,Married
498961,Teresa,Sanders,4/13/1970,FEMALE,INDIVIDUAL,297,Married
499808,Kevin,Gomez,12/22/1975,MALE,INDIVIDUAL,121,Single
499881,Patricia,Stanley,5/15/1948,FEMALE,INDIVIDUAL,570,Divorced
500139,Kimberly,Bryant,01-02-1963,FEMALE,INDIVIDUAL,197,Single
500281,Lori,Tucker,03-01-1956,FEMALE,INDIVIDUAL,656,Single
500666,Gary,Bowman,06-02-1981,MALE,INDIVIDUAL,289,Single
500967,Angela,Carter,4/20/1993,FEMALE,INDIVIDUAL,206,Single
501008,Howard,Lawson,12-12-1985,MALE,INDIVIDUAL,794,Single
501074,Laura,Lynch,3/28/1974,FEMALE,INDIVIDUAL,948,Married
501091,Maria,Bradley,5/30/1972,FEMALE,INDIVIDUAL,980,Single
501185,Kathryn,Bailey,07-04-1976,FEMALE,INDIVIDUAL,761,Single
501301,Ashley,Miller,10-10-1977,FEMALE,INDIVIDUAL,728,Single
501422,Jack,Ryan,05-03-1966,MALE,INDIVIDUAL,660,Married
501598,Keith,Porter,3/20/1970,MALE,INDIVIDUAL,586,Married
501615,Adam,Hayes,06-06-1974,MALE,INDIVIDUAL,190,Single
501728,Tammy,Black,11-03-1990,FEMALE,INDIVIDUAL,99,Divorced
501739,Frances,Mills,11/21/1967,FEMALE,INDIVIDUAL,632,Married
501828,Doris,Castillo,12/26/1971,FEMALE,INDIVIDUAL,800,Divorced
502105,Eugene,Shaw,12-04-1972,MALE,INDIVIDUAL,434,Single
502138,Roy,Howard,6/18/1984,MALE,INDIVIDUAL,982,Single
502223,Anthony,Mendoza,10/25/1966,MALE,INDIVIDUAL,160,Married
502438,John,Richards,02-01-1966,MALE,INDIVIDUAL,97,Married
502446,Teresa,Reyes,07-03-2012,FEMALE,INDIVIDUAL,895,Single
502506,Jimmy,Wagner,12-04-1991,MALE,INDIVIDUAL,106,Single
502513,Raymond,Lee,1/30/1974,MALE,INDIVIDUAL,59,Married
502519,Carlos,Martinez,11-01-1961,MALE,INDIVIDUAL,940,Married
502703,Kathryn,Perry,3/25/1975,FEMALE,INDIVIDUAL,985,Single
502865,Jonathan,Burton,03-09-1991,MALE,INDIVIDUAL,987,Single
503129,Douglas,Powell,06-02-1961,MALE,INDIVIDUAL,917,Divorced
503203,Frances,Barnes,07-06-1986,FEMALE,INDIVIDUAL,20,Single
503320,William,Nelson,7/25/1965,MALE,INDIVIDUAL,353,Married
503369,Julia,Greene,5/20/1999,FEMALE,INDIVIDUAL,719,Married
503372,Steven,Mccoy,9/13/1953,MALE,INDIVIDUAL,77,Divorced
503620,Nicholas,Carr,3/26/1969,MALE,INDIVIDUAL,783,Married
503773,Kevin,Gutierrez,01-12-1996,MALE,INDIVIDUAL,214,Single
503929,Arthur,Hamilton,11/23/1969,MALE,INDIVIDUAL,688,Married
504155,Howard,Adams,2/19/1976,MALE,INDIVIDUAL,664,Married
504375,Juan,Ray,10-08-1972,MALE,INDIVIDUAL,457,Married
504405,Carl,Castillo,11/26/1977,MALE,INDIVIDUAL,115,Married
505406,Teresa,Morrison,11/19/1965,FEMALE,INDIVIDUAL,181,Married
505422,Joseph,Watson,9/22/1961,MALE,INDIVIDUAL,491,Single
